episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss, stacking_duration
21, -2709.1415148973465, 3, 11.537059397000121, 173, 3964, 28964, 19.812971115112305, 21.42470932006836, 1.0491342073834012e-08
22, -2940.972138404846, 2, 10.549507219999214, 161, 4125, 29125, 18.296710968017578, 21.2667236328125, 1.1708055223737444e-08
23, -3380.791457414627, 2, 12.737986687003286, 189, 4314, 29314, 17.929101943969727, 21.319320678710938, 1.0343909413903636e-08
24, -2360.599316239357, 2, 5.742586388005293, 86, 4400, 29400, 18.428831100463867, 21.892759323120117, 2.273254510729985e-08
25, -3512.1822395324707, 2, 14.743338108994067, 221, 4621, 29621, 18.31870460510254, 21.765302658081055, 8.53390813219399e-09
26, -2803.1064171791077, 3, 8.34686516700458, 129, 4750, 29750, 19.468557357788086, 22.49614906311035, 1.4612379000168438e-08
27, -2410.2170815467834, 2, 5.113084013995831, 75, 4825, 29825, 18.738374710083008, 22.41162109375, 2.514667964229981e-08
28, -2761.254543066025, 2, 10.145196012999804, 155, 4980, 29980, 19.08913230895996, 22.672161102294922, 1.2161270264656313e-08
29, -3360.901017189026, 2, 16.35133013999439, 244, 5224, 30224, 18.71312713623047, 22.429840087890625, 8.016405579420265e-09
30, -2822.111608505249, 2, 15.74081856799603, 234, 5458, 30458, 19.528228759765625, 23.096790313720703, 4.179477960301133e-09
31, -2530.9976682662964, 3, 11.33360819700465, 169, 5627, 30627, 19.101892471313477, 23.404205322265625, 8.67453443724111e-09
32, -3940.037740468979, 2, 11.556528948996856, 175, 5802, 30802, 19.56462287902832, 23.500410079956055, 1.077714841812849e-08
33, -2433.1283717155457, 3, 8.127762616000837, 118, 5920, 30920, 19.643495559692383, 23.72224998474121, 1.183896960880039e-08
34, -2314.4595654010773, 2, 5.919888525000715, 85, 6005, 31005, 19.30644416809082, 23.691146850585938, 1.6423548325238857e-08
35, -2773.373215675354, 2, 10.195638596000208, 154, 6159, 31159, 20.546653747558594, 23.804691314697266, 1.2246759566055103e-08
36, -2390.2933497428894, 3, 8.092464948997076, 122, 6281, 31281, 18.271202087402344, 23.8549861907959, 1.5459024370266276e-08
37, -3946.103562235832, 2, 26.996838815000956, 405, 6686, 31686, 19.371749877929688, 23.925878524780273, 4.654331276492204e-09
38, -2535.1041182279587, 2, 5.917291951001971, 85, 6771, 31771, 20.13688850402832, 24.1962947845459, 2.3011799545629935e-08
39, -3239.0593314170837, 2, 16.565759265999077, 251, 7022, 32022, 20.850236892700195, 24.59870719909668, 7.509976760873876e-09
40, -2666.4374475479126, 3, 11.128739480998775, 169, 7191, 32191, 19.801767349243164, 24.827417373657227, 8.266305856781422e-09
41, -2429.748106598854, 2, 5.937605643004645, 91, 7282, 32282, 19.809083938598633, 25.23017692565918, 1.6120883538950602e-08
42, -2908.7662591934204, 2, 12.73320565099857, 189, 7471, 32471, 19.69612693786621, 24.84355926513672, 7.756594285152104e-09
43, -2956.921849966049, 3, 13.558802061997994, 204, 7675, 32675, 19.223508834838867, 25.22369956970215, 7.191178441394632e-09
44, -2405.127367258072, 2, 5.513577229001385, 79, 7754, 32754, 20.147462844848633, 25.143665313720703, 2.387343004015805e-08
45, -2672.852580308914, 2, 6.51887403800356, 94, 7848, 32848, 19.045747756958008, 25.201616287231445, 1.5606387255792606e-08
46, -2841.854680418968, 3, 8.3425954320046, 124, 7972, 32972, 18.755813598632812, 25.27797508239746, 1.5209685267520048e-08
47, -2751.899558544159, 2, 10.13030429599894, 150, 8122, 33122, 20.18825340270996, 25.712478637695312, 1.583330837699274e-08
48, -2500.7422115802765, 2, 5.721692863997305, 84, 8206, 33206, 20.380647659301758, 25.705705642700195, 1.746429050052982e-08
49, -2324.325855612755, 2, 5.1309288009942975, 76, 8282, 33282, 20.239089965820312, 25.67621421813965, 1.838155807682166e-08
50, -2639.96387386322, 2, 9.330283793999115, 140, 8422, 33422, 20.3201904296875, 26.102182388305664, 1.0478574300317893e-08
51, -3895.209469437599, 2, 28.180308236995188, 424, 8846, 33846, 20.206523895263672, 26.120630264282227, 4.445747384485209e-09
52, -2449.868394255638, 3, 13.165561927999079, 196, 9042, 34042, 20.199665069580078, 26.540054321289062, 9.974484077692793e-09
53, -2576.333419561386, 2, 7.120181456004502, 105, 9147, 34147, 20.308168411254883, 26.681156158447266, 1.8619036945026544e-08
54, -3742.9266360998154, 2, 18.601702619002026, 282, 9429, 34429, 20.53011131286621, 26.682174682617188, 6.68441193964306e-09
55, -2484.1248816251755, 3, 8.519155075002345, 124, 9553, 34553, 20.40179443359375, 26.656871795654297, 1.5209685267520048e-08
56, -2478.7195625305176, 2, 5.73802577600145, 85, 9638, 34638, 18.982290267944336, 26.931232452392578, 2.2188246743205715e-08
57, -3644.380984544754, 2, 18.976045834002434, 281, 9919, 34919, 20.745065689086914, 27.129959106445312, 8.69751401623426e-09
58, -2269.9910006523132, 2, 4.935005489001924, 73, 9992, 34992, 20.545886993408203, 27.109832763671875, 2.5835629769486106e-08
59, -3119.308571100235, 2, 16.947494193002058, 253, 10245, 35245, 20.437828063964844, 27.281885147094727, 7.454549301077019e-09
60, -3432.0402866601944, 2, 15.171841220995702, 230, 10475, 35475, 20.473051071166992, 27.688674926757812, 6.378262617584804e-09
61, -2597.0022954940796, 2, 7.318621535006969, 105, 10580, 35580, 19.453155517578125, 27.821624755859375, 1.3304816093295812e-08
62, -2460.51923340559, 2, 5.931952663995617, 89, 10669, 35669, 20.365297317504883, 28.358776092529297, 2.119102217047737e-08
63, -2464.0788184404373, 2, 5.515341507001722, 79, 10748, 35748, 20.6103515625, 28.488420486450195, 2.387343004015805e-08
64, -2647.47536277771, 2, 9.52626242700353, 142, 10890, 35890, 20.692293167114258, 28.330659866333008, 9.838068238000425e-09
65, -3217.6572310328484, 2, 22.58378272900154, 340, 11230, 36230, 20.78436279296875, 28.31974983215332, 4.108818864230724e-09
66, -2718.756424665451, 2, 6.520343213996966, 96, 11326, 36326, 20.83503532409668, 28.478538513183594, 1.5281254187963594e-08
67, -3625.2747626304626, 2, 19.377939841004263, 285, 11611, 36611, 20.93666648864746, 28.841094970703125, 8.575443644076585e-09
68, -3220.597383737564, 2, 16.96977213000355, 256, 11867, 36867, 20.51431655883789, 29.318042755126953, 7.363269105553627e-09
69, -2280.243183493614, 2, 5.316494593003881, 76, 11943, 36943, 19.60053253173828, 29.563631057739258, 3.1236834873102216e-08
70, -4591.493851423264, 2, 47.66148200700263, 723, 12666, 37666, 20.776748657226562, 29.815616607666016, 3.959882066019631e-09
71, 2433.908095538616, 1, 4.515384320999146, 64, 12730, 37730, 20.38014793395996, 30.264083862304688, 2.182810021622572e-08
72, 2150.5819324851036, 1, 9.356202266004402, 134, 12864, 37864, 19.561664581298828, 30.16774559020996, 1.0425415595492988e-08
73, -2799.836553812027, 2, 6.137221072996908, 92, 12956, 37956, 20.165468215942383, 30.45012092590332, 1.594565654396201e-08
74, -2754.1255163550377, 2, 12.738550233996648, 187, 13143, 38143, 20.46527862548828, 30.549495697021484, 7.844921936066871e-09
75, -3395.3995497226715, 2, 20.17493487900356, 305, 13448, 38448, 19.93443489074707, 31.17664337158203, 2.9770355885390376e-09
76, -2579.4489035606384, 2, 13.144908924994525, 193, 13641, 38641, 20.860979080200195, 31.07758903503418, 1.0134730369837019e-08
77, -3573.443992137909, 2, 19.57543318899843, 292, 13933, 38933, 20.482755661010742, 31.643856048583984, 3.3493076805152916e-09
78, -3580.4702591896057, 2, 18.749528581996856, 278, 14211, 39211, 20.795705795288086, 32.008201599121094, 7.032370069164702e-09
79, -3616.417606949806, 3, 19.56185202099732, 290, 14501, 39501, 21.22165870666504, 32.433753967285156, 6.503451631629261e-09
80, -3064.974580645561, 2, 15.549960732001637, 233, 14734, 39734, 21.284448623657227, 32.54203796386719, 6.291860926400694e-09
81, -2600.441210746765, 3, 7.949519763998978, 122, 14856, 39856, 22.08747100830078, 32.6136474609375, 1.1450806670806936e-08
82, -3240.6328155994415, 2, 19.35609660999762, 292, 15148, 40148, 21.13518714904785, 33.14840316772461, 3.3493076805152916e-09
83, -2747.345709323883, 3, 12.370440496997617, 186, 15334, 40334, 20.661666870117188, 33.40514373779297, 7.887098935723145e-09
84, -3614.3479553461075, 2, 19.166312726003525, 281, 15615, 40615, 20.97378921508789, 33.30302810668945, 6.960838738152777e-09
85, -2472.670460820198, 2, 5.516806510997412, 78, 15693, 40693, 22.010128021240234, 33.55731201171875, 3.044876323726315e-08
86, -3733.4929896593094, 2, 22.568921190002584, 337, 16030, 41030, 20.858720779418945, 33.83469772338867, 4.353116920013368e-09
87, -4135.533417463303, 2, 29.60674375200324, 447, 16477, 41477, 21.005361557006836, 34.19757080078125, 5.313207007844576e-09
88, -2334.832046508789, 2, 5.717908740996791, 79, 16556, 41556, 21.76524543762207, 34.926082611083984, 1.7683524225803117e-08
89, -3454.8147473335266, 2, 17.552271319000283, 260, 16816, 41816, 21.91529083251953, 34.85368728637695, 5.369236952481935e-09
90, -2376.2378962039948, 2, 4.933244552004908, 74, 16890, 41890, 20.84050178527832, 35.21757507324219, 2.6418903773348478e-08
91, -2550.12250995636, 2, 5.516598339003394, 80, 16970, 41970, 21.075408935546875, 34.84794998168945, 2.3575012164656073e-08
92, -2511.4181579351425, 3, 13.762090382995666, 208, 17178, 42178, 20.350807189941406, 34.87110137939453, 4.3653996656827916e-09
93, -2405.3674610853195, 2, 9.331119948001287, 137, 17315, 42315, 20.85230255126953, 35.223716735839844, 1.427006481188166e-08
94, -3263.9249079227448, 2, 12.758334723999724, 190, 17505, 42505, 21.621597290039062, 34.910160064697266, 9.926320911434136e-09
95, -5510.568701028824, 2, 20.56308379899565, 307, 17812, 42812, 20.930042266845703, 35.41083526611328, 4.775256012545152e-09
96, -2368.848256468773, 2, 4.935749570002372, 77, 17889, 42889, 21.487390518188477, 36.31551742553711, 2.4493519132110206e-08
97, -2255.8626034259796, 2, 5.114865985997312, 73, 17962, 42962, 21.16157341003418, 36.37061309814453, 2.0095895918417876e-08
98, -2889.910704612732, 2, 7.323230358000728, 109, 18071, 43071, 21.72182846069336, 36.11619567871094, 1.7302761221765924e-08
99, -3424.5232439041138, 3, 12.333676517999265, 183, 18254, 43254, 22.032306671142578, 36.862918853759766, 1.0300569218466353e-08
100, -4018.6475105285645, 2, 20.559980440004438, 308, 18562, 43562, 21.582008361816406, 37.01029968261719, 3.175317671137874e-09
101, -2451.780919075012, 2, 5.629930522001814, 85, 18647, 43647, 20.338741302490234, 37.41719436645508, 1.149412984138026e-08
102, -2759.2538677453995, 2, 11.128022662996955, 166, 18813, 43813, 21.176851272583008, 37.27470016479492, 8.415653095412327e-09
103, -3969.4408366680145, 2, 27.799896465003258, 422, 19235, 44235, 21.967628479003906, 37.33283615112305, 3.3104227816076923e-09
104, -4615.283387184143, 2, 17.55292803300108, 261, 19496, 44496, 22.022199630737305, 37.70269012451172, 5.352484344208606e-09
105, -3399.0673719644547, 2, 21.026489392002986, 319, 19815, 44815, 21.537681579589844, 38.276309967041016, 7.661446515867796e-09
106, -3964.7244167923927, 2, 20.129142573001445, 302, 20117, 45117, 21.992765426635742, 38.66598892211914, 8.096020677996589e-09
107, -3267.9795076847076, 2, 15.742101311996521, 233, 20350, 45350, 20.641809463500977, 38.792964935302734, 8.090115412110423e-09
108, -2549.038079380989, 2, 9.747141111998644, 146, 20496, 45496, 21.087318420410156, 38.44944763183594, 1.2910937609737867e-08
109, -2729.411189556122, 2, 10.531356168001366, 155, 20651, 45651, 21.3325252532959, 38.437705993652344, 9.464518722867773e-09
110, -3792.029635667801, 2, 19.579132646998914, 300, 20951, 45951, 21.278146743774414, 39.23279571533203, 6.2866699105749525e-09
111, -2881.3377059698105, 2, 16.548675842001103, 247, 21198, 46198, 21.027755737304688, 39.317710876464844, 7.631595817730132e-09
112, -2816.273775577545, 2, 13.570517823005503, 206, 21404, 46404, 21.070877075195312, 39.51932144165039, 9.155344529963523e-09
113, 2315.846961438656, 1, 10.93295963100536, 160, 21564, 46564, 21.810487747192383, 39.95009231567383, 1.221874299517367e-08
114, -3337.7640771865845, 2, 18.574396282005182, 280, 21844, 46844, 21.606225967407227, 40.20753479003906, 4.989280049423022e-09
115, -2364.152482509613, 2, 5.517110622000473, 79, 21923, 46923, 21.491899490356445, 40.44017791748047, 2.387343004015805e-08
116, -2732.3689510822296, 3, 11.556891226995504, 177, 22100, 47100, 20.87034797668457, 40.31289291381836, 1.3412426273196431e-08
117, -2498.953325986862, 2, 6.318757748005737, 92, 22192, 47192, 21.4940242767334, 39.8195686340332, 2.1249987817693338e-08
118, -2602.5117065906525, 2, 9.548941049004497, 144, 22336, 47336, 21.808982849121094, 40.53153991699219, 9.70142840136153e-09
119, -2502.3889949321747, 2, 5.7161285640031565, 84, 22420, 47420, 22.015541076660156, 40.21088409423828, 1.745242376013526e-08
120, -2295.6023621559143, 2, 6.5409727490041405, 93, 22513, 47513, 20.4967041015625, 40.22211837768555, 1.5010769974680677e-08
121, -2982.204407930374, 3, 13.555996565999521, 205, 22718, 47718, 22.294010162353516, 40.4245719909668, 9.200004747182858e-09
122, -3172.506003499031, 2, 16.75340134099679, 248, 22966, 47966, 22.14598274230957, 40.92224884033203, 7.600823253948962e-09
123, -2494.7184081077576, 2, 5.182805117998214, 79, 23045, 48045, 21.001237869262695, 41.82136154174805, 1.768361632653241e-08
124, -2576.966765642166, 2, 6.89152582600218, 101, 23146, 48146, 22.74571990966797, 41.558319091796875, 1.4524756455886186e-08
125, 1812.647177696228, 1, 22.987013692996698, 346, 23492, 48492, 22.064464569091797, 41.60589599609375, 4.037567670053313e-09
126, -2602.3870022296906, 3, 3.509116308996454, 47, 23539, 48539, 19.976390838623047, 40.88833999633789, 2.970216186479368e-08
127, -3516.323096036911, 2, 19.360949547000928, 290, 23829, 48829, 22.159988403320312, 41.778621673583984, 5.058622076015534e-09
128, -2910.253115296364, 2, 15.546494734997395, 232, 24061, 49061, 21.086427688598633, 41.71292495727539, 8.124986599231588e-09
129, -2356.836233019829, 2, 5.342194065997319, 78, 24139, 49139, 22.678674697875977, 42.05821228027344, 2.5064088195228042e-08
130, -2435.285735607147, 2, 9.934166291997826, 149, 24288, 49288, 22.013076782226562, 42.081626892089844, 1.593962102353373e-08
131, -2995.1438801288605, 3, 13.968221250004717, 210, 24498, 49498, 22.59970474243164, 42.92745590209961, 4.657167231752759e-09
132, -3086.6641706228256, 2, 13.543143825001607, 205, 24703, 49703, 22.39798927307129, 43.14838409423828, 6.814661901444197e-09
133, -3244.6893758177757, 2, 18.154072065997752, 271, 24974, 49974, 20.93433380126953, 42.41050338745117, 8.763823824903731e-09
134, -3211.697434425354, 3, 10.529865124997741, 156, 25130, 50130, 20.991334915161133, 43.25120162963867, 1.2089749828028756e-08
135, -2424.398504316807, 3, 10.964412563000224, 168, 25298, 50298, 21.445480346679688, 43.32060241699219, 1.1226196268883845e-08
136, -3248.6880682706833, 3, 24.570399432996055, 366, 25664, 50664, 21.170989990234375, 43.400394439697266, 3.8169554366012575e-09
137, -2352.908670246601, 2, 6.119909831999394, 90, 25754, 50754, 21.879541397094727, 43.499935150146484, 1.5522204598204956e-08
138, -3167.4816459417343, 3, 8.34780349999346, 124, 25878, 50878, 23.03195571899414, 43.724700927734375, 1.1830648403584717e-08
139, -2744.230430841446, 3, 11.735766193000018, 173, 26051, 51051, 22.90684700012207, 43.86115646362305, 8.479771110083843e-09
140, -2450.2949780225754, 2, 5.940031657002692, 90, 26141, 51141, 23.236732482910156, 44.96015548706055, 1.5522204598204956e-08
141, -2601.899971008301, 2, 6.722079397004563, 97, 26238, 51238, 22.824909210205078, 44.08674621582031, 1.4402045503489136e-08
142, -2769.3754580020905, 3, 12.140980726006092, 184, 26422, 51422, 22.43415069580078, 44.391685485839844, 7.967410847018271e-09
143, -2416.7189071178436, 2, 5.521513038002013, 80, 26502, 51502, 22.60917854309082, 44.237266540527344, 1.7462571122450753e-08
144, -3030.456212759018, 3, 8.327233741998498, 123, 26625, 51625, 24.14188003540039, 44.37673568725586, 7.943097857864407e-09
145, -2879.0946683883667, 2, 6.543676133005647, 99, 26724, 51724, 22.451278686523438, 43.7640380859375, 1.4818185879237423e-08
146, -3463.7240240573883, 2, 22.373190764003084, 331, 27055, 52055, 21.941579818725586, 44.50676727294922, 5.697888136472767e-09
147, -3346.4581427574158, 2, 16.78431630799605, 256, 27311, 52311, 22.750696182250977, 44.6342887878418, 7.636714371983544e-09
148, -2622.701777935028, 3, 8.110859936998168, 120, 27431, 52431, 21.778440475463867, 45.38235092163086, 1.1641653448653718e-08
149, -2719.2820501327515, 2, 8.142169775004731, 120, 27551, 52551, 21.48533821105957, 45.987674713134766, 1.570830742518107e-08
150, -2256.3164966106415, 2, 5.33402096300415, 73, 27624, 52624, 23.06356430053711, 45.59278869628906, 1.9136964573129398e-08
151, -2322.8354671001434, 2, 5.183466611997574, 79, 27703, 52703, 22.862749099731445, 45.68949508666992, 1.2379719527980573e-08
152, -2433.0532388687134, 2, 4.881821668001066, 73, 27776, 52776, 22.435047149658203, 45.943782806396484, 2.008224103905975e-08
153, -4379.118954002857, 2, 47.25254824599688, 710, 28486, 53486, 22.709758758544922, 45.992557525634766, 2.0647835491461232e-09
154, 2292.112275183201, 1, 10.536680283999885, 158, 28644, 53644, 22.230064392089844, 46.73565673828125, 1.1930406120122423e-08
155, -2811.082379579544, 2, 12.532596596000076, 186, 28830, 53830, 21.608409881591797, 45.88446807861328, 7.510744160421753e-09
156, -3463.790568947792, 2, 10.732508708999376, 158, 28988, 53988, 22.930204391479492, 46.36022186279297, 5.746855256088738e-09
157, -2662.9788777828217, 3, 11.943866480003635, 176, 29164, 54164, 23.076597213745117, 46.940040588378906, 7.937532328386706e-09
158, -2814.6670076847076, 3, 12.959481664998748, 197, 29361, 54361, 22.545391082763672, 46.84450912475586, 7.0913994405891384e-09
159, -2311.1318452358246, 2, 5.115567490000103, 74, 29435, 54435, 22.91157341003418, 45.944175720214844, 2.643237412730987e-08
160, -2511.8964006900787, 2, 7.1422800259970245, 100, 29535, 54535, 21.971494674682617, 47.202938079833984, 1.8860009731724858e-08
161, -2922.977820634842, 3, 13.354790590004995, 202, 29737, 54737, 23.03984260559082, 46.959266662597656, 9.33663848105191e-09
162, -3221.5024172365665, 2, 24.16648005899333, 357, 30094, 55094, 22.50334358215332, 47.3417854309082, 4.109244823654075e-09
163, -3551.093410372734, 2, 17.97108756099624, 266, 30360, 55360, 23.198734283447266, 47.84463119506836, 7.0902292224529545e-09
164, -3267.259091258049, 3, 23.57550356900174, 351, 30711, 55711, 22.767627716064453, 48.53718185424805, 5.373222145790558e-09
165, -2852.848438858986, 3, 13.756730683002388, 206, 30917, 55917, 22.73403549194336, 48.530452728271484, 1.3563091396489768e-08
166, -2957.051023721695, 2, 7.119220911001321, 105, 31022, 56022, 22.29468536376953, 48.56190490722656, 1.796191403021415e-08
167, -3479.7889642715454, 3, 25.39356739300274, 380, 31402, 56402, 22.414508819580078, 48.41891860961914, 5.144733892704703e-09
168, -4304.1099017858505, 2, 49.23721795700112, 732, 32134, 57134, 22.502059936523438, 49.038272857666016, 1.336062626653641e-09
169, -2628.7678833007812, 2, 6.738844157996937, 98, 32232, 57232, 23.157306671142578, 49.49250793457031, 2.4234655679070523e-08
170, 2358.9056608080864, 1, 7.924750810001569, 117, 32349, 57349, 22.352500915527344, 49.605323791503906, 1.6119666437371674e-08
171, -2443.6416425704956, 3, 2.936939119004819, 45, 32394, 57394, 21.736846923828125, 49.56433868408203, 3.260000893432233e-08
172, -2798.4004747867584, 3, 12.34061653099343, 184, 32578, 57578, 22.60519027709961, 49.483280181884766, 5.3097882419419675e-09
173, 2109.5899418592453, 1, 15.347101990002557, 230, 32808, 57808, 22.807714462280273, 49.756263732910156, 8.504360701645847e-09
174, -3625.8851840496063, 2, 19.554706681003154, 292, 33100, 58100, 22.74920654296875, 49.93344497680664, 4.784266060945412e-09
175, -2609.1366238594055, 2, 10.551855382997019, 157, 33257, 58257, 23.60757064819336, 50.157135009765625, 9.343951605379012e-09
176, -2731.0136725902557, 2, 9.93095365199406, 147, 33404, 58404, 23.239051818847656, 50.533302307128906, 1.2829889096699807e-08
177, -2763.0145280361176, 2, 7.922241272004612, 114, 33518, 58518, 22.766857147216797, 50.58977127075195, 1.2859616841173224e-08
178, -2857.032660126686, 3, 8.544330378004815, 126, 33644, 58644, 23.301143646240234, 50.527652740478516, 1.4960292785886734e-08
179, -2981.9933421611786, 2, 6.316524978996313, 90, 33734, 58734, 22.610713958740234, 49.92609405517578, 2.0955485524609684e-08
180, -2394.7445095181465, 3, 7.3693110949971015, 110, 33844, 58844, 22.596364974975586, 50.15643310546875, 1.7772717083888974e-08
181, -2677.206131219864, 2, 5.897135086001072, 86, 33930, 58930, 22.337949752807617, 49.93446731567383, 1.623257683308492e-08
182, -2437.823766231537, 3, 8.121005758999672, 119, 34049, 59049, 23.078311920166016, 51.295894622802734, 1.642856201031754e-08
183, -4609.301612973213, 2, 47.4370258400013, 710, 34759, 59759, 23.07624626159668, 51.42873001098633, 1.9676033997724595e-09
184, -2864.0938163995743, 3, 14.34291154499806, 211, 34970, 59970, 23.349803924560547, 51.647823333740234, 8.938393237784293e-09
185, -2580.7051751613617, 2, 5.535504605002643, 83, 35053, 60053, 22.541095733642578, 51.965579986572266, 1.6831306190824653e-08
186, -2543.584101676941, 2, 6.1208804519992555, 88, 35141, 60141, 24.7680606842041, 52.67338943481445, 2.143182924059643e-08
187, -2363.3607553243637, 2, 5.317784320999635, 78, 35219, 60219, 22.55531883239746, 51.628173828125, 1.7897456508273116e-08
188, -3713.653870344162, 2, 29.005498999002157, 433, 35652, 60652, 22.887765884399414, 51.911006927490234, 4.355660446125833e-09
189, -3380.3902720212936, 3, 10.130935761000728, 147, 35799, 60799, 22.904109954833984, 52.607845306396484, 9.503390570329565e-09
190, -2553.5965189933777, 2, 6.5204128960031085, 95, 35894, 60894, 22.931011199951172, 52.15183639526367, 1.029471413379437e-08
191, -2812.695686817169, 2, 10.349955375997524, 156, 36050, 61050, 21.901887893676758, 52.622188568115234, 8.955118037425937e-09
192, -2570.2517976760864, 2, 5.115822496001783, 75, 36125, 61125, 22.29586410522461, 51.97737121582031, 1.8626742530614137e-08
193, -2357.0607916116714, 3, 6.739941444997385, 101, 36226, 61226, 23.35750389099121, 52.8719482421875, 1.9366293915058716e-08
194, -2712.711347579956, 3, 11.93392193600448, 175, 36401, 61401, 22.453237533569336, 53.3052864074707, 1.0777106841227839e-08
195, -4507.938848018646, 2, 26.3773789400002, 389, 36790, 61790, 23.182016372680664, 53.734031677246094, 5.0282852477597546e-09
196, -2889.9200369119644, 3, 13.756935698002053, 208, 36998, 61998, 22.311382293701172, 54.0064697265625, 7.052886548290889e-09
197, -3075.411670923233, 3, 13.339200137997977, 198, 37196, 62196, 22.97910499572754, 53.84474563598633, 9.878766087984497e-09
198, 1953.3703943490982, 1, 14.543601706995105, 216, 37412, 62412, 23.627351760864258, 53.465091705322266, 1.2935170498504131e-08
199, -3244.8044335842133, 2, 13.560890069995367, 202, 37614, 62614, 23.36505699157715, 54.074188232421875, 6.915833731873495e-09
200, -2358.764951109886, 2, 5.91909756300447, 84, 37698, 62698, 23.978897094726562, 53.94141387939453, 2.327379618128318e-08
201, -3956.3207201957703, 2, 15.52022135900188, 232, 37930, 62930, 23.301082611083984, 54.15047836303711, 8.129314539536577e-09
202, -2296.1281373500824, 2, 5.334190770998248, 74, 38004, 63004, 23.186767578125, 54.088043212890625, 2.641900209710002e-08
203, -2737.97075009346, 2, 11.736431851000816, 174, 38178, 63178, 23.414552688598633, 55.219234466552734, 8.425308022134263e-09
204, -2409.4075611829758, 2, 6.338629447003768, 94, 38272, 63272, 22.591064453125, 54.579227447509766, 2.0797860417316884e-08
205, -2382.3372344970703, 3, 7.3212663540034555, 105, 38377, 63377, 23.626646041870117, 54.841583251953125, 9.314334463505518e-09
206, 1135.1456845104694, 1, 27.998126238002442, 416, 38793, 63793, 23.560245513916016, 55.19857406616211, 6.88461253818017e-09
207, -2459.349791288376, 2, 6.520849129999988, 92, 38885, 63885, 23.32237434387207, 55.59748458862305, 1.594565654396201e-08
208, -4088.236579656601, 3, 27.603148924004927, 413, 39298, 64298, 23.90341567993164, 55.74164962768555, 4.564174738448772e-09
209, -2515.2939653396606, 2, 6.121506167000916, 87, 39385, 64385, 22.694854736328125, 55.7513313293457, 2.0873635183034957e-08
210, -2524.764057159424, 2, 6.3406174140036455, 94, 39479, 64479, 23.13169288635254, 56.25617599487305, 2.005315841512477e-08
211, -4016.505207002163, 2, 11.732197368997731, 169, 39648, 64648, 23.965465545654297, 56.15350341796875, 1.1573938966987753e-08
212, -2569.625909090042, 2, 5.761885859996255, 86, 39734, 64734, 23.145198822021484, 56.865211486816406, 1.624416760277263e-08
213, -3500.021744132042, 2, 25.560976009001024, 379, 40113, 65113, 23.38201904296875, 56.56930923461914, 5.160957681737585e-09
214, -3246.466687321663, 3, 15.176592577998235, 225, 40338, 65338, 23.922361373901367, 56.908287048339844, 1.0244451308002075e-08
