episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
25, -7756.149529218674, 2, 14, 1378, 29519, 54519, 2.2562625408172607, 55.517127990722656
26, -7907.129135131836, 2, -14, 1354, 30873, 55873, 2.2189526557922363, 57.02653121948242
27, -6044.845723152161, 2, 14, 1356, 32229, 57229, 2.2683229446411133, 58.76493835449219
28, -6064.448540568352, 2, -14, 1361, 33590, 58590, 2.239189624786377, 59.859375
29, -8126.650843381882, 2, 0, 1388, 34978, 59978, 2.3476099967956543, 60.91639709472656
30, -13169.171582221985, 2, 0, 2038, 37016, 62016, 2.3469021320343018, 63.15786361694336
31, -8462.181030035019, 2, 0, 1414, 38430, 63430, 2.3519287109375, 65.17402648925781
32, -4770.649173855782, 2, 0, 903, 39333, 64333, 2.3255653381347656, 66.50306701660156
33, -8682.67118549347, 2, 0, 1137, 40470, 65470, 2.289604902267456, 66.86399841308594
34, -6648.552680969238, 2, 9, 871, 41341, 66341, 2.4171266555786133, 68.19296264648438
35, -4661.135574698448, 2, -9, 888, 42229, 67229, 2.4262311458587646, 68.83206939697266
36, -3811.6865844726562, 2, 0, 473, 42702, 67702, 2.3818933963775635, 69.0854263305664
37, -4928.717498540878, 2, 10, 946, 43648, 68648, 2.4323904514312744, 69.65665435791016
38, -11807.152824878693, 2, 3, 1326, 44974, 69974, 2.4400017261505127, 70.74790954589844
39, -8850.353463053703, 2, -13, 1081, 46055, 71055, 2.490135431289673, 72.37232971191406
40, -10151.264936208725, 2, 0, 1650, 47705, 72705, 2.5239760875701904, 73.9595947265625
41, -4469.646463632584, 2, 9, 870, 48575, 73575, 2.511378288269043, 75.27828216552734
42, -9339.106853485107, 2, -9, 1378, 49953, 74953, 2.577531576156616, 76.21368408203125
43, -4742.99768269062, 2, 0, 876, 50829, 75829, 2.5557658672332764, 77.91374206542969
44, -11674.12007856369, 2, 0, 1703, 52532, 77532, 2.6149890422821045, 78.98133087158203
45, -4193.866497159004, 2, 0, 889, 53421, 78421, 2.667415142059326, 80.82717895507812
46, -5193.987768411636, 2, 0, 593, 54014, 79014, 2.6051018238067627, 81.11214447021484
47, -5302.0485463142395, 2, 0, 541, 54555, 79555, 2.6402342319488525, 81.68582153320312
48, -4825.381662368774, 2, 0, 844, 55399, 80399, 2.766049385070801, 82.52525329589844
49, -10690.806569099426, 2, 0, 1754, 57153, 82153, 2.722822904586792, 83.73236846923828
50, -4491.775110721588, 2, 0, 913, 58066, 83066, 2.76364803314209, 84.7967300415039
51, -9589.758085727692, 2, 0, 1650, 59716, 84716, 2.7281010150909424, 86.18180084228516
52, -5082.380965828896, 2, 0, 863, 60579, 85579, 2.766014575958252, 87.42560577392578
53, -7931.781023025513, 2, 0, 1470, 62049, 87049, 2.787951707839966, 88.12740325927734
54, -5960.618190050125, 2, 14, 1294, 63343, 88343, 2.7728724479675293, 89.53297424316406
55, -6797.005619168282, 2, -14, 1359, 64702, 89702, 2.722776174545288, 90.46041870117188
56, -4329.744532704353, 2, 0, 855, 65557, 90557, 2.788578748703003, 91.4294662475586
57, -9330.141526460648, 2, 0, 1602, 67159, 92159, 2.827361822128296, 92.47946166992188
58, -5475.7999930381775, 2, 9, 866, 68025, 93025, 2.7611148357391357, 93.59354400634766
59, -7848.539913654327, 2, 1, 976, 69001, 94001, 2.752548933029175, 94.4472427368164
60, -5746.828322887421, 2, -1, 861, 69862, 94862, 2.8938112258911133, 95.44528198242188
61, 1907.1760209798813, 1, -5, 431, 70293, 95293, 2.828127384185791, 95.88386535644531
62, -4104.6932282447815, 2, 6, 418, 70711, 95711, 2.9350993633270264, 96.23053741455078
63, -6008.234472036362, 2, -10, 873, 71584, 96584, 2.8966424465179443, 96.81388092041016
64, -8068.112882614136, 2, 0, 1429, 73013, 98013, 2.8877756595611572, 97.5890121459961
65, -6165.007115483284, 2, 14, 1280, 74293, 99293, 2.7834534645080566, 98.63513946533203
66, -4162.198877930641, 2, -14, 473, 74766, 99766, 2.870590925216675, 99.2523193359375
67, -6371.573731184006, 2, 0, 1243, 76009, 101009, 2.837209939956665, 99.9595947265625
68, -10608.543951511383, 2, 0, 1081, 77090, 102090, 2.8886592388153076, 100.92584991455078
69, -4797.123804092407, 2, 0, 566, 77656, 102656, 2.9464380741119385, 102.26351165771484
70, -8367.618977546692, 2, 0, 1283, 78939, 103939, 2.928561210632324, 103.04044342041016
71, -5879.446033239365, 2, 0, 936, 79875, 104875, 2.948474884033203, 104.0145263671875
72, -6059.507697105408, 2, 0, 816, 80691, 105691, 2.998026132583618, 105.12255096435547
73, -4808.455968499184, 2, 0, 506, 81197, 106197, 3.1110470294952393, 105.67525482177734
74, -9507.186912059784, 2, 0, 1808, 83005, 108005, 3.0392017364501953, 107.03169250488281
75, -6093.21640765667, 2, 0, 1270, 84275, 109275, 3.0456199645996094, 108.4544906616211
76, -9938.580990076065, 2, 0, 1259, 85534, 110534, 3.055610179901123, 109.64257049560547
77, -4244.333376288414, 2, 9, 828, 86362, 111362, 3.0627541542053223, 111.23722076416016
78, -7435.133633852005, 2, 6, 1339, 87701, 112701, 3.0921742916107178, 111.89608764648438
79, -4987.267098903656, 2, -15, 848, 88549, 113549, 3.1940338611602783, 112.73609924316406
80, -8315.326472997665, 2, 0, 1229, 89778, 114778, 3.1456377506256104, 113.83201599121094
81, -7998.710926771164, 2, 15, 1306, 91084, 116084, 3.1426920890808105, 115.28897857666016
82, -6278.511534273624, 2, -15, 1234, 92318, 117318, 3.147461414337158, 116.38162231445312
83, -5685.744695186615, 2, 0, 1211, 93529, 118529, 3.2117462158203125, 117.60061645507812
84, -5546.564026117325, 2, 0, 802, 94331, 119331, 3.2565622329711914, 118.42292785644531
85, -7617.328451633453, 2, 0, 1239, 95570, 120570, 3.1511337757110596, 119.07941436767578
86, -3526.334015727043, 2, 0, 429, 95999, 120999, 3.142428159713745, 120.00953674316406
87, -6316.708929300308, 2, 0, 1213, 97212, 122212, 3.2396817207336426, 120.47784423828125
88, -5885.777564048767, 2, 0, 787, 97999, 122999, 3.2110490798950195, 121.42239379882812
89, -10630.436248540878, 2, 0, 1558, 99557, 124557, 3.1359994411468506, 122.20111846923828
90, -4290.289145231247, 2, 0, 443, 100000, 125000, 3.254917621612549, 122.91676330566406
91, -4532.197991132736, 2, 0, 421, 100421, 125421, 3.2119140625, 123.39990234375
92, -7133.563351154327, 2, 0, 1187, 101608, 126608, 3.201414108276367, 124.12574005126953
93, 2085.262227475643, 1, 4, 367, 101975, 126975, 3.1955184936523438, 124.82920837402344
94, -4586.004432439804, 3, -4, 588, 102563, 127563, 3.259270191192627, 125.33043670654297
95, -7284.377425372601, 2, 0, 1267, 103830, 128830, 3.289170742034912, 125.74520111083984
96, -5726.010962724686, 2, 9, 767, 104597, 129597, 3.3206443786621094, 126.6695556640625
97, -8271.29900765419, 2, -9, 1503, 106100, 131100, 3.25591778755188, 127.57637786865234
98, -6040.126452445984, 2, 0, 1195, 107295, 132295, 3.2530789375305176, 128.4224395751953
99, -7966.051506996155, 2, 0, 1195, 108490, 133490, 3.3473899364471436, 129.6439208984375
100, -199.25644178688526, 1, 13, 1095, 109585, 134585, 3.4509239196777344, 131.0074462890625
101, -4813.353665351868, 2, -13, 614, 110199, 135199, 3.3483808040618896, 131.66595458984375
102, -5583.588118553162, 2, 0, 743, 110942, 135942, 3.352330446243286, 131.9009552001953
103, -5021.6764142513275, 2, 0, 480, 111422, 136422, 3.343367576599121, 132.73040771484375
104, -3986.699203133583, 2, 0, 403, 111825, 136825, 3.443260669708252, 133.27011108398438
105, -7793.467502832413, 3, 0, 1080, 112905, 137905, 3.3814001083374023, 133.79888916015625
106, -7120.882657051086, 2, 0, 1143, 114048, 139048, 3.3999388217926025, 134.41183471679688
107, -9223.332986831665, 2, 20, 1622, 115670, 140670, 3.366774797439575, 135.51466369628906
108, -4305.486571907997, 2, -20, 760, 116430, 141430, 3.3786370754241943, 136.61422729492188
109, -6091.189377784729, 3, 0, 948, 117378, 142378, 3.3548877239227295, 136.9548797607422
110, -5717.7541435956955, 2, 16, 1362, 118740, 143740, 3.469325304031372, 137.72186279296875
111, -5321.791834354401, 3, -16, 938, 119678, 144678, 3.439560890197754, 138.7349395751953
112, -7474.740809202194, 2, 0, 1111, 120789, 145789, 3.3374836444854736, 139.33348083496094
113, -9601.700333356857, 2, 0, 1557, 122346, 147346, 3.4096333980560303, 140.76077270507812
114, -7287.164057731628, 2, 0, 1393, 123739, 148739, 3.378904104232788, 141.92474365234375
115, -4371.430549383163, 2, 0, 466, 124205, 149205, 3.503978967666626, 142.40980529785156
116, -5722.167142391205, 2, 9, 740, 124945, 149945, 3.478642702102661, 143.16165161132812
117, -8238.566535949707, 2, 12, 1694, 126639, 151639, 3.4829154014587402, 143.61849975585938
118, -5104.052165269852, 2, -21, 1142, 127781, 152781, 3.513888120651245, 144.69398498535156
119, -4152.532153129578, 3, 0, 940, 128721, 153721, 3.5560710430145264, 145.26837158203125
120, -7112.046913385391, 2, 0, 1093, 129814, 154814, 3.5411007404327393, 146.0311737060547
121, -4907.262333154678, 2, 14, 1144, 130958, 155958, 3.494241237640381, 146.83665466308594
122, -9656.728842377663, 2, -14, 1558, 132516, 157516, 3.525503396987915, 147.82293701171875
123, -4783.999887943268, 2, 0, 439, 132955, 157955, 3.653531312942505, 149.0809326171875
124, -6116.905768871307, 3, 0, 931, 133886, 158886, 3.572913408279419, 149.23086547851562
125, -6790.28862953186, 2, 0, 1116, 135002, 160002, 3.586264133453369, 149.69224548339844
126, -8722.296491861343, 2, 0, 1681, 136683, 161683, 3.5866503715515137, 151.31805419921875
127, -6982.608431100845, 2, 0, 1119, 137802, 162802, 3.627840995788574, 152.13731384277344
128, 1595.157378077507, 1, 10, 772, 138574, 163574, 3.7641782760620117, 153.3151092529297
129, -4594.142205238342, 2, 5, 323, 138897, 163897, 3.619882583618164, 153.38880920410156
130, 2235.7894763946533, 1, -11, 327, 139224, 164224, 3.8391900062561035, 153.9884033203125
131, -8015.457147836685, 2, -4, 891, 140115, 165115, 3.7454187870025635, 154.5727996826172
132, -9835.037464141846, 2, 0, 1446, 141561, 166561, 3.7433173656463623, 155.64527893066406
133, -10800.208379268646, 2, 0, 1182, 142743, 167743, 3.717904806137085, 156.74354553222656
134, -5019.760400772095, 3, 0, 922, 143665, 168665, 3.7206966876983643, 158.2427978515625
135, -10490.02089381218, 2, 0, 1215, 144880, 169880, 3.85219144821167, 158.819580078125
136, -13973.632419347763, 2, 0, 1177, 146057, 171057, 3.822540760040283, 160.23049926757812
137, -4787.264215230942, 3, 0, 883, 146940, 171940, 3.898592710494995, 161.99774169921875
138, -9414.96368765831, 2, 0, 1591, 148531, 173531, 3.8377342224121094, 162.73179626464844
139, -4889.687562704086, 2, 0, 692, 149223, 174223, 3.8547592163085938, 163.89910888671875
140, -1105.6410699784756, 1, 14, 1070, 150293, 175293, 3.898493528366089, 164.2515869140625
141, -4727.270397186279, 2, -14, 370, 150663, 175663, 4.015692710876465, 164.35073852539062
142, -5051.411863565445, 2, 0, 678, 151341, 176341, 3.8916072845458984, 165.39366149902344
143, -6429.571248054504, 2, 11, 783, 152124, 177124, 3.9469072818756104, 165.79830932617188
144, -9159.31770324707, 2, -11, 1525, 153649, 178649, 3.947988271713257, 165.999267578125
145, -7100.584425449371, 2, 0, 1200, 154849, 179849, 3.9506587982177734, 167.59219360351562
146, -10331.803878307343, 2, 0, 1719, 156568, 181568, 3.9266469478607178, 168.18081665039062
147, -4146.762197852135, 3, 0, 846, 157414, 182414, 3.99826717376709, 169.3390350341797
148, -7166.888688802719, 2, 0, 1034, 158448, 183448, 3.87882137298584, 170.17037963867188
149, -3593.041372358799, 3, 0, 787, 159235, 184235, 3.940934658050537, 170.3627471923828
150, -10875.397422552109, 2, 0, 1604, 160839, 185839, 3.9490761756896973, 171.00674438476562
151, -9742.592809677124, 2, 0, 1120, 161959, 186959, 3.9914283752441406, 171.92263793945312
152, -3878.4087096452713, 2, 0, 661, 162620, 187620, 4.043385982513428, 173.46981811523438
153, -9388.325961589813, 2, 0, 1530, 164150, 189150, 4.0414228439331055, 173.69842529296875
154, -9139.919906616211, 2, 0, 1516, 165666, 190666, 4.034626483917236, 175.0766143798828
155, -7513.914160966873, 2, 0, 916, 166582, 191582, 3.9683141708374023, 176.0827178955078
156, 2079.016275703907, 1, 5, 323, 166905, 191905, 4.010510444641113, 175.731201171875
157, -4983.1671230793, 3, -5, 589, 167494, 192494, 4.130799770355225, 176.6939697265625
158, -4720.580871999264, 2, 0, 1080, 168574, 193574, 4.100771903991699, 176.8397216796875
159, -7842.91221165657, 2, 0, 822, 169396, 194396, 4.084178447723389, 177.85768127441406
160, 1635.0837805271149, 1, 11, 740, 170136, 195136, 4.079629898071289, 178.1760711669922
161, -7375.018796443939, 2, -11, 947, 171083, 196083, 4.103957176208496, 178.38861083984375
162, -6685.528315544128, 2, 0, 1429, 172512, 197512, 4.170449256896973, 179.3568878173828
163, -4905.2496819496155, 3, 11, 766, 173278, 198278, 4.186119079589844, 180.05618286132812
164, -3214.0781930685043, 2, -11, 352, 173630, 198630, 4.1685404777526855, 179.54603576660156
165, -7635.9460163116455, 2, 0, 1364, 174994, 199994, 4.157491207122803, 181.12742614746094
166, -5315.065007209778, 2, 0, 655, 175649, 200649, 4.245948314666748, 181.72396850585938
167, -4718.85387635231, 2, 0, 429, 176078, 201078, 4.160301685333252, 181.8688201904297
168, -7304.768317461014, 2, 0, 1299, 177377, 202377, 4.209940433502197, 182.68995666503906
169, -7850.843601703644, 2, 14, 993, 178370, 203370, 4.3037495613098145, 183.7523193359375
170, -8230.883543133736, 2, -14, 1688, 180058, 205058, 4.208705425262451, 184.56077575683594
171, -4509.025417327881, 2, 0, 456, 180514, 205514, 4.209670543670654, 185.56698608398438
172, 2197.71049875021, 1, 4, 278, 180792, 205792, 4.025520324707031, 185.6101837158203
173, -5344.17421746254, 2, 14, 931, 181723, 206723, 4.307096004486084, 185.6088409423828
174, -7812.644584655762, 2, -18, 1530, 183253, 208253, 4.298117637634277, 186.647216796875
175, -3904.5226460695267, 2, 0, 620, 183873, 208873, 4.297816276550293, 187.33872985839844
176, -3604.0215588212013, 2, 0, 377, 184250, 209250, 4.252072811126709, 187.4481658935547
177, -5197.064633488655, 3, 0, 824, 185074, 210074, 4.370464324951172, 187.85264587402344
178, -3482.984689593315, 2, 0, 345, 185419, 210419, 4.31373929977417, 188.6416778564453
179, -4899.584029197693, 2, 0, 620, 186039, 211039, 4.357931613922119, 188.7130584716797
180, -6260.800674200058, 2, 0, 1480, 187519, 212519, 4.282486915588379, 188.86843872070312
181, -6551.459202528, 2, 0, 964, 188483, 213483, 4.331728935241699, 189.62086486816406
182, -4036.9900246858597, 2, 0, 622, 189105, 214105, 4.326350688934326, 190.6929473876953
183, -6564.076143145561, 2, 0, 1114, 190219, 215219, 4.333154201507568, 190.8861083984375
184, -9687.243542671204, 2, 19, 1271, 191490, 216490, 4.337240695953369, 192.22705078125
185, -9424.840095043182, 2, -19, 1416, 192906, 217906, 4.332873344421387, 193.2132568359375
186, 1957.1865463852882, 1, 9, 624, 193530, 218530, 4.351689338684082, 193.72198486328125
187, -4194.564059972763, 2, -9, 374, 193904, 218904, 4.329684734344482, 194.1832733154297
188, -10009.392229437828, 2, 0, 1031, 194935, 219935, 4.40869140625, 193.9881134033203
189, -4975.392241001129, 3, 0, 742, 195677, 220677, 4.486614227294922, 195.84884643554688
190, -3911.3224428892136, 2, 0, 600, 196277, 221277, 4.498692512512207, 196.08343505859375
191, -6218.10643529892, 2, 14, 864, 197141, 222141, 4.465736389160156, 196.77537536621094
192, -6829.45622754097, 2, -14, 1415, 198556, 223556, 4.501553058624268, 197.13546752929688
193, -3991.205433368683, 2, 0, 616, 199172, 224172, 4.425840377807617, 197.825439453125
194, -4576.82669711113, 2, 0, 1036, 200208, 225208, 4.525331974029541, 198.28456115722656
195, -8599.833849668503, 2, 12, 745, 200953, 225953, 4.411707401275635, 198.28982543945312
196, -8261.037368059158, 2, -12, 1682, 202635, 227635, 4.464869022369385, 199.18345642089844
197, -4029.9874787330627, 2, 0, 329, 202964, 227964, 4.415904521942139, 199.55165100097656
198, -8775.51793885231, 2, 0, 2037, 205001, 230001, 4.542635440826416, 201.01760864257812
199, -4199.769596338272, 2, 0, 395, 205396, 230396, 4.51539421081543, 201.26309204101562
200, -5179.4722764492035, 3, 0, 754, 206150, 231150, 4.5790114402771, 201.9306640625
201, -4108.644945859909, 2, 0, 379, 206529, 231529, 4.53110933303833, 202.30581665039062
202, -15283.482038497925, 2, 0, 1577, 208106, 233106, 4.565766334533691, 203.2406463623047
203, 1873.2795316576958, 1, 9, 576, 208682, 233682, 4.549091339111328, 204.35353088378906
204, -4736.554325342178, 2, -9, 330, 209012, 234012, 4.597060680389404, 204.68959045410156
205, -6536.944817781448, 2, 0, 881, 209893, 234893, 4.59285306930542, 205.24761962890625
206, -4324.534068822861, 2, 0, 556, 210449, 235449, 4.580079078674316, 205.35382080078125
207, -3894.38999915123, 2, 0, 331, 210780, 235780, 4.568912982940674, 206.229248046875
208, -4265.60458612442, 2, 0, 870, 211650, 236650, 4.712413787841797, 206.12655639648438
209, -8884.688336133957, 2, 20, 1264, 212914, 237914, 4.608282089233398, 207.23312377929688
210, -3931.5784989595413, 3, -20, 691, 213605, 238605, 4.693110942840576, 208.2101593017578
211, -4512.566442251205, 3, 0, 655, 214260, 239260, 4.710638999938965, 208.1339874267578
212, -4071.1786247491837, 3, 0, 723, 214983, 239983, 4.69390344619751, 207.9246368408203
213, -4194.127291500568, 2, 0, 917, 215900, 240900, 4.720867156982422, 208.77403259277344
214, -7301.840950965881, 2, 0, 713, 216613, 241613, 4.688470363616943, 209.03811645507812
215, -9117.760325193405, 2, 21, 1281, 217894, 242894, 4.7226972579956055, 209.664794921875
216, -6115.237333059311, 2, -21, 975, 218869, 243869, 4.69236946105957, 209.8895263671875
217, -4669.705399274826, 2, 10, 571, 219440, 244440, 4.819921493530273, 210.92013549804688
218, -4831.352541446686, 2, -10, 740, 220180, 245180, 4.773205757141113, 211.76690673828125
219, -3770.161371409893, 3, 11, 684, 220864, 245864, 4.677571773529053, 211.93116760253906
220, -12049.13755774498, 2, -11, 1272, 222136, 247136, 4.765579700469971, 212.41531372070312
221, -3576.638363599777, 2, 0, 348, 222484, 247484, 4.860089302062988, 213.1919708251953
222, -7897.762823343277, 2, 12, 726, 223210, 248210, 4.80198860168457, 213.4635467529297
223, -5773.805989980698, 2, -12, 832, 224042, 249042, 4.825667858123779, 213.7301483154297
224, -2905.134901344776, 2, 0, 311, 224353, 249353, 4.857358932495117, 214.3404083251953
225, -3408.2056770324707, 2, 0, 539, 224892, 249892, 4.770132541656494, 214.11209106445312
226, -4085.9844512939453, 2, 0, 356, 225248, 250248, 4.805543899536133, 214.54693603515625
227, -7394.098113417625, 2, 0, 1408, 226656, 251656, 4.881804466247559, 215.39158630371094
228, -4331.515673041344, 2, 0, 1034, 227690, 252690, 4.899593830108643, 215.8988494873047
229, -7552.3916182518005, 2, 0, 892, 228582, 253582, 4.882866382598877, 216.8423614501953
230, -7156.74863666296, 2, 0, 1467, 230049, 255049, 4.906920909881592, 217.0636749267578
231, -5935.894887208939, 2, 0, 766, 230815, 255815, 4.929171085357666, 217.99087524414062
232, 1823.9550277888775, 1, 8, 474, 231289, 256289, 4.850796222686768, 218.58175659179688
233, -3490.4605810642242, 3, -8, 214, 231503, 256503, 4.865760326385498, 218.3301544189453
234, -3790.0383526086807, 2, 0, 330, 231833, 256833, 4.946248531341553, 218.5651092529297
235, -7394.332703471184, 2, 0, 1144, 232977, 257977, 4.861478805541992, 218.72152709960938
236, -4026.695217370987, 2, 0, 375, 233352, 258352, 5.048892021179199, 219.7149658203125
237, -4323.034769773483, 3, 0, 667, 234019, 259019, 5.027301788330078, 219.55816650390625
238, -3759.657831430435, 2, 0, 357, 234376, 259376, 5.116753101348877, 220.1253662109375
239, -4527.437836885452, 2, 0, 526, 234902, 259902, 4.928466796875, 220.7282257080078
240, -335.38610976934433, 1, 24, 1397, 236299, 261299, 5.020470142364502, 220.77914428710938
241, -2548.8291749954224, 3, 2, 78, 236377, 261377, 4.877998352050781, 221.6513214111328
242, -6967.62211060524, 2, -26, 1037, 237414, 262414, 4.956589698791504, 221.11273193359375
243, -7100.640933036804, 2, 0, 657, 238071, 263071, 4.9747843742370605, 221.68585205078125
244, -5329.462668895721, 2, 0, 748, 238819, 263819, 5.097042083740234, 222.86758422851562
245, -3283.59015917778, 2, 5, 302, 239121, 264121, 4.999298572540283, 221.45799255371094
246, -4659.383695602417, 2, -5, 691, 239812, 264812, 5.070586681365967, 223.10665893554688
247, -5247.4604164958, 3, 0, 600, 240412, 265412, 5.151773929595947, 223.65065002441406
248, -6717.850123882294, 3, 0, 575, 240987, 265987, 5.039204120635986, 223.55149841308594
249, 1851.5607635974884, 1, 10, 563, 241550, 266550, 5.141457557678223, 224.5533447265625
250, -3572.3974928855896, 2, -10, 220, 241770, 266770, 5.0920915603637695, 225.5896453857422
251, 1938.7874633967876, 1, 8, 442, 242212, 267212, 5.002907752990723, 224.00604248046875
252, -3086.6124444007874, 3, -8, 175, 242387, 267387, 5.075448989868164, 224.20921325683594
253, -4077.5578801631927, 3, 0, 550, 242937, 267937, 5.169610500335693, 224.9857177734375
254, -4216.277587890625, 2, 0, 369, 243306, 268306, 5.190017223358154, 224.49905395507812
255, -3596.887314081192, 2, 0, 312, 243618, 268618, 5.293699741363525, 225.47235107421875
256, -3204.776925742626, 3, 0, 609, 244227, 269227, 5.246090888977051, 225.20838928222656
257, -3086.9071452617645, 2, 5, 277, 244504, 269504, 5.265700340270996, 225.04737854003906
258, -3571.4975321292877, 3, -5, 639, 245143, 270143, 5.172643661499023, 225.30792236328125
259, -6581.490817308426, 2, 0, 1418, 246561, 271561, 5.219429969787598, 225.67262268066406
260, -4551.225368261337, 2, 0, 797, 247358, 272358, 5.224380970001221, 226.83106994628906
261, 2213.240116775036, 1, 5, 239, 247597, 272597, 5.2356719970703125, 226.37100219726562
262, -3872.344585418701, 3, 8, 409, 248006, 273006, 5.190534591674805, 227.1226348876953
263, -9563.945901989937, 2, -13, 1699, 249705, 274705, 5.253583908081055, 227.355712890625
264, 896.489382147789, 1, 12, 657, 250362, 275362, 5.261099338531494, 228.51661682128906
265, -3425.95486164093, 2, -12, 222, 250584, 275584, 5.229599475860596, 228.2003936767578
266, -6320.036448121071, 3, 0, 1113, 251697, 276697, 5.250192165374756, 228.6056671142578
267, -3510.5005514621735, 2, 0, 518, 252215, 277215, 5.214913845062256, 229.38931274414062
268, -4673.865862369537, 3, 0, 623, 252838, 277838, 5.281939506530762, 229.4981689453125
269, 2262.822088778019, 1, 4, 238, 253076, 278076, 5.075108051300049, 229.7676544189453
270, -3303.7090220451355, 2, 6, 288, 253364, 278364, 5.206104755401611, 229.23817443847656
271, -4016.5792508125305, 3, -10, 542, 253906, 278906, 5.276016712188721, 229.78346252441406
272, -3280.464973449707, 2, 5, 263, 254169, 279169, 5.337593078613281, 229.03045654296875
273, 737.7599092721939, 1, 5, 576, 254745, 279745, 5.350205421447754, 230.14129638671875
274, -3730.2589797973633, 2, 6, 267, 255012, 280012, 5.2896504402160645, 230.42308044433594
275, -3898.4017703533173, 2, -16, 497, 255509, 280509, 5.284228324890137, 230.48399353027344
276, 2223.700964450836, 1, 4, 229, 255738, 280738, 5.1958231925964355, 229.9755859375
277, -3896.3600704669952, 3, -4, 389, 256127, 281127, 5.441375732421875, 231.1719970703125
278, -6434.8779138326645, 3, 0, 413, 256540, 281540, 5.453312873840332, 230.87660217285156
279, -5933.5733098983765, 3, 11, 582, 257122, 282122, 5.479409694671631, 231.65557861328125
280, -4151.474191427231, 2, -11, 346, 257468, 282468, 5.397396087646484, 232.11380004882812
281, -3102.180227994919, 2, 0, 265, 257733, 282733, 5.316452503204346, 232.5709228515625
282, -3603.880863904953, 3, 0, 375, 258108, 283108, 5.318432807922363, 232.4080047607422
283, 2260.781175196171, 1, 4, 223, 258331, 283331, 5.362608432769775, 232.47300720214844
284, -3542.15909743309, 2, -4, 284, 258615, 283615, 5.439597129821777, 232.90118408203125
285, 1855.0323161184788, 1, 9, 495, 259110, 284110, 5.464499473571777, 232.5099639892578
286, -7030.494013547897, 2, -9, 372, 259482, 284482, 5.5476250648498535, 233.36563110351562
287, -5724.314745426178, 2, 0, 817, 260299, 285299, 5.469979286193848, 234.05917358398438
288, -3545.707323908806, 2, 0, 305, 260604, 285604, 5.391635417938232, 233.33627319335938
289, -3529.7608478069305, 2, 0, 270, 260874, 285874, 5.476414203643799, 234.61534118652344
290, 2306.767432510853, 1, 4, 239, 261113, 286113, 5.446959018707275, 234.56459045410156
291, 1199.9169263541698, 1, 16, 816, 261929, 286929, 5.595005035400391, 234.4752655029297
292, -4928.684810400009, 2, -20, 388, 262317, 287317, 5.367668151855469, 235.1353759765625
293, -6610.483798265457, 2, 0, 664, 262981, 287981, 5.463281631469727, 234.74632263183594
294, -3019.870137691498, 2, 0, 241, 263222, 288222, 5.563261985778809, 235.14178466796875
295, -3152.0034945607185, 3, 11, 580, 263802, 288802, 5.472169876098633, 235.53399658203125
296, -3314.4896972179413, 2, -11, 266, 264068, 289068, 5.46915864944458, 236.207763671875
297, -6868.6613512039185, 2, 0, 967, 265035, 290035, 5.551764011383057, 235.9177703857422
